"PayPal could not process your payment at this time.  Please <a href=""%s"">click here</a> to select a different payment method from within your PayPal account and try again.","PayPal could not process your payment at this time.  Please <a href=""%s"">click here</a> to select a different payment method from within your PayPal account and try again."
"PayPal has determined that the specified shipping address does not exist.  Please double-check your shipping address and try again.","PayPal has determined that the specified shipping address does not exist.  Please double-check your shipping address and try again."
